filename,label,R_100,R_150,R_200,G_150,G_200,B_150,B_200
pink (700).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (701).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (702).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (703).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (704).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (705).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (706).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (707).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (708).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (709).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (71).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (710).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (711).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (712).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (713).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (714).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (715).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (716).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (717).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (718).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (719).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (72).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (720).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (721).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (722).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (723).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (724).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (725).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (726).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (727).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (728).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (729).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (73).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (730).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (731).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (732).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (733).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (734).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (735).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (736).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (737).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (738).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (739).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (74).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (740).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (741).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (742).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (743).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (744).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (745).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (746).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (747).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (748).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (749).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (75).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (750).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (751).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (752).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (753).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (754).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (755).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (756).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (757).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (758).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (759).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (76).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (760).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (761).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (762).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (763).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (764).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (765).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (766).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (767).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (768).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (769).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (77).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (770).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (771).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (772).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (773).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (774).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (775).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (776).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (777).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (778).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (779).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (78).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (780).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (781).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (782).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (783).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (784).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (785).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (786).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (787).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (788).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (789).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (79).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (790).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (791).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (792).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (793).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (794).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (795).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (796).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (797).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (798).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (799).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (8).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (80).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (800).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (801).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (802).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (803).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (804).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (805).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (806).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (807).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (808).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (809).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (81).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (810).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (811).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (812).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (813).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (814).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (815).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (816).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (817).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (818).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (819).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (82).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (820).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (821).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (822).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (823).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (824).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (825).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (826).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (827).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (828).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (829).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (83).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (830).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (831).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (832).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (833).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (834).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (835).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (836).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (837).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (838).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (839).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (84).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (840).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (841).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (842).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (843).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (844).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (845).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (846).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (847).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (848).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (849).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (85).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (850).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (851).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (852).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (853).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (854).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (855).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (856).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (857).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (858).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (859).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (86).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (860).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (861).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (862).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (863).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (864).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (865).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (866).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (867).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (868).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (869).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (87).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (870).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (871).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (872).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (873).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (874).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (875).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (876).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (877).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (878).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (879).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (88).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (880).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (881).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (882).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (883).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (884).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (885).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (886).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (887).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (888).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (889).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (89).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (890).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (891).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (892).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (893).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (894).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (895).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (896).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (897).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (898).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (899).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (9).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (90).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (900).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (901).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (902).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (903).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (904).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (905).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (906).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (907).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (908).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (909).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (91).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (910).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (911).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
pink (912).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (913).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (914).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (915).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (916).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (917).jpg,pink,0.25390625,0.3349609375,0.5185546875,0.5947265625,0.90625,0.4443359375,0.822265625
pink (918).jpg,pink,0.2685546875,0.3837890625,0.578125,0.595703125,0.9013671875,0.533203125,0.8916015625
pink (919).jpg,pink,0.1767578125,0.3095703125,0.5576171875,0.4404296875,0.806640625,0.451171875,0.80078125
pink (92).jpg,pink,0.1123046875,0.203125,0.5234375,0.7431640625,0.96875,0.6640625,0.978515625
